header,review_text
"Under the AWS shared responsibility model, which of the following activities are the customer’s responsibility? (Choose two.)"," Under the AWS shared responsibility model, which of the following activities are the customer’s responsibility? (Choose two.)A . Patching operating system components for Amazon Relational Database Server (Amazon RDS)B . Encrypting data on the client-sideC . Training the data center staffD . Configuring Network Access Control Lists (ACL)E . Maintaining environmental controls within a...Continue reading "
Which Amazon EC2 instance pricing model can provide discounts of up to 90%?, Which Amazon EC2 instance pricing model can provide discounts of up to 90%?A . Reserved InstancesB . On-DemandC . Dedicated HostsD . Spot Instances View Answer Answer: D Explanation: Reference: https://aws.amazon.com/ec2/spot/... 
What is an example of agility in the AWS Cloud?, What is an example of agility in the AWS Cloud?A . Access to multiple instance typesB . Access to managed servicesC . Using Consolidated Billing to produce one billD . Decreased acquisition time for new compute resources View Answer Answer: D Explanation: Reference: https://aws.amazon.com/blogs/enterprise-strategy/risk-is-lack-of-agility/... 
Which AWS characteristics make AWS cost effective for a workload with dynamic user demand? (Choose two.), Which AWS characteristics make AWS cost effective for a workload with dynamic user demand? (Choose two.)A . High availabilityB . Shared security modelC . ElasticityD . Pay-as-you-go pricingE . Reliability View Answer Answer: CD... 
Which services can be used across hybrid AWS Cloud architectures? (Choose two.), Which services can be used across hybrid AWS Cloud architectures? (Choose two.)A . Amazon Route 53B . Virtual Private GatewayC . Classic Load BalancerD . Auto ScalingE . Amazon CloudWatch default metrics View Answer Answer: AB Explanation: Reference: https://www.stratoscale.com/blog/cloud/building-hybrid-cloud-environment-using-amazon­cloud/... 
"Which of the following is a correct relationship between regions, Availability Zones, and edge locations?"," Which of the following is a correct relationship between regions, Availability Zones, and edge locations?A . Data centers contain regions.B . Regions contain Availability Zones.C . Availability Zones contain edge locations.D . Edge locations contain regions. View Answer Answer: B Explanation: Reference: https://aws.amazon.com/about-aws/global-infrastructure/regions_az/#Region_Maps_and_Edge_Networks... "
What AWS team assists customers with accelerating cloud adoption through paid engagements in any of several specialty practice areas?, What AWS team assists customers with accelerating cloud adoption through paid engagements in any of several specialty practice areas?A . AWS Enterprise SupportB . AWS Solutions ArchitectsC . AWS Professional ServicesD . AWS Account Managers View Answer Answer: C Explanation: Reference: https://aws.amazon.com/professional-services/... 
For which auditing process does AWS have sole responsibility?, For which auditing process does AWS have sole responsibility?A . AWS IAM policiesB . Physical securityC . Amazon S3 bucket policiesD . AWS CloudTrail Logs View Answer Answer: B... 
Which of the following can limit Amazon Storage Service (Amazon S3) bucket access to specific users?, Which of the following can limit Amazon Storage Service (Amazon S3) bucket access to specific users?A . A public and private key-pairB . Amazon InspectorC . AWS Identity and Access Management (IAM) policiesD . Security Groups View Answer Answer: C Explanation: Reference: https://aws.amazon.com/blogs/security/how-to-restrict-amazon-s3-bucket-access-to-a-specific­iam-role/... 
What is one of the advantages of the Amazon Relational Database Service (Amazon RDS)?, What is one of the advantages of the Amazon Relational Database Service (Amazon RDS)?A . It simplifies relational database administration tasks.B . It provides 99.99999999999% reliability and durability.C . It automatically scales databases for loads.D . It enabled users to dynamically adjust CPU and RAM resources. View Answer Answer: A... 
How can you perform this requirement?, Your customer wants to grant restricted proxy rights to their HR Department to act on behalf of employees belonging to their legal entity. How can you perform this requirement? There are 2 correct answers to this question.A . Use the Manage Permission Roles tool to grant proxy rights to the HR Department.B . Fill...Continue reading 
AWS supports which of the following methods to add security to Identity and Access Management (IAM) users? (Choose two.), AWS supports which of the following methods to add security to Identity and Access Management (IAM) users? (Choose two.)A . Implementing Amazon RekognitionB . Using AWS Shield-protected resourcesC . Blocking access with Security GroupsD . Using Multi-Factor Authentication (MFA)E . Enforcing password strength and expiration View Answer Answer: DE... 
What approach to transcoding a large number of individual video files adheres to AWS architecture principles?, What approach to transcoding a large number of individual video files adheres to AWS architecture principles?A . Using many instances in parallelB . Using a single large instance during off-peak hoursC . Using dedicated hardwareD . Using a large GPU instance type View Answer Answer: A Explanation: Reference: https://aws.amazon.com/solutions/case-studies/encoding/... 
Which of the Reserved Instance (RI) pricing models can change the attributes of the RI as long as the exchange results in the creation of RIs of equal or greater value?, Which of the Reserved Instance (RI) pricing models can change the attributes of the RI as long as the exchange results in the creation of RIs of equal or greater value?A . Dedicated RIsB . Scheduled RIsC . Convertible RIsD . Standard RIs View Answer Answer: C Explanation: Reference: https://aws.amazon.com/ec2/pricing/reserved-instances/... 
Which of the following AWS programs can a customer take advantage of to achieve that outcome?, A customer would like to design and build a new workload on AWS Cloud but does not have the AWS-related software technical expertise in-house. Which of the following AWS programs can a customer take advantage of to achieve that outcome?A . AWS Partner Network Technology PartnersB . AWS MarketplaceC . AWS Partner Network Consulting...Continue reading 
